1635510699.3274806,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510699.3274806,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510699.3274806,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510699.3274806,2,18,90,70,70,88.57142857142858,1.9122294268504203
1635510699.3274806,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510699.3274806,7,-271,92,70,69,89.85507246376812,-26.686905839741105
1635510699.3274806,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510699.3274806,1,91,90,72,71,87.32394366197184,9.58066925009003
1635510700.8201952,9,-129,91,71,71,87.32394366197184,-13.456406039455286
1635510700.8201952,15,168,91,76,73,84.93150684931508,17.307708014004547
1635510700.8201952,2,18,90,70,70,88.57142857142858,1.9122294268504203
1635510700.8201952,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510700.8201952,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510700.8201952,7,-271,92,70,70,88.57142857142858,-26.686905839741105
1635510700.8201952,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510700.8201952,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510701.3017526,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510701.3017526,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510701.3017526,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510701.3017526,1,91,90,72,71,87.32394366197184,9.58066925009003
1635510701.3017526,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510701.3017526,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510701.3017526,7,-271,92,70,69,89.85507246376812,-26.686905839741105
1635510701.3017526,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510701.8177593,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510701.8177593,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510701.8177593,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510701.8177593,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510701.8177593,1,91,90,72,71,87.32394366197184,9.58066925009003
1635510701.8177593,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510701.8177593,7,-271,92,70,70,88.57142857142858,-26.686905839741105
1635510701.8177593,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510702.286569,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510702.286569,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510702.286569,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510702.286569,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510702.286569,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510702.286569,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510702.286569,7,-271,92,70,69,89.85507246376812,-26.686905839741105
1635510702.286569,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510702.7660542,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510702.7660542,7,-271,92,70,69,89.85507246376812,-26.686905839741105
1635510702.7660542,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510702.7660542,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510702.7660542,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510702.7660542,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510702.7660542,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510702.7660542,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510703.2037776,9,-129,91,71,71,87.32394366197184,-13.456406039455286
1635510703.2037776,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510703.2037776,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510703.2037776,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510703.2037776,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510703.2037776,7,-271,92,70,69,89.85507246376812,-26.686905839741105
1635510703.2037776,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510703.829343,7,-271,93,70,70,88.57142857142858,-26.686905839741105
1635510703.829343,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510703.829343,9,-128,91,72,70,88.57142857142858,-13.355844454032088
1635510703.829343,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510703.829343,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510703.829343,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510703.829343,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510703.829343,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510704.3273203,7,-271,93,70,70,88.57142857142858,-26.686905839741105
1635510704.3273203,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510704.3273203,9,-128,91,72,70,88.57142857142858,-13.355844454032088
1635510704.3273203,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510704.3273203,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510704.3273203,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510704.3273203,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510704.3273203,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510704.8578503,7,-271,93,70,70,88.57142857142858,-26.686905839741105
1635510704.8578503,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510704.8578503,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510704.8578503,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510704.8578503,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510704.8578503,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510704.8578503,14,244,91,76,73,84.93150684931508,24.350587059891964
1635510705.4522905,7,-271,93,70,70,88.57142857142858,-26.686905839741105
1635510705.4522905,8,-200,91,73,71,87.32394366197184,-20.35322914806883
1635510705.4522905,9,-128,91,72,71,87.32394366197184,-13.355844454032088
1635510705.4522905,2,18,90,70,71,87.32394366197184,1.9122294268504203
1635510705.4522905,3,-54,90,70,70,88.57142857142858,-5.719742748496919
1635510705.4522905,15,167,91,75,73,84.93150684931508,17.210788777144447
1635510705.4522905,1,91,91,72,72,86.11111111111113,9.58066925009003
1635510705.4522905,14,244,91,76,73,84.93150684931508,24.350587059891964
